,snap_date,day_of_fiscal_quarter_number,fiscal_year_number,fiscal_quarter_number,channel,bcs,cld,cmt,p,target
6227,2016-10-18,48,2017,3,W,1040.8737156178693,1238.3693333333333,195.57376000976532,307.22881936250803,2191.00643376
6228,2016-10-19,49,2017,3,W,978.6537156178694,1279.0573333333334,200.48309334309866,314.62215269584135,2191.00643376
6229,2016-10-20,50,2017,3,W,897.3177156178693,1300.112,250.88842667643198,287.8200859640707,2191.00643376
6230,2016-10-21,51,2017,3,W,894.4870489512027,1339.5253333333333,939.9356062880828,281.501419297404,2191.00643376
6231,2016-10-22,52,2017,3,W,894.4870489512027,1339.5253333333333,939.9356062880828,281.03608596407065,2191.00643376
6232,2016-10-23,53,2017,3,W,895.4870489512027,1339.5253333333333,942.4649396214161,277.441419297404,2191.00643376
6233,2016-10-24,54,2017,3,W,806.4942234458426,1373.2986666666666,986.9617651267773,271.9267526307373,2191.00643376
6234,2016-10-25,55,2017,3,W,845.7024213625093,1400.0786666666668,981.0564317934441,248.81825696778802,2191.00643376
6235,2016-10-26,56,2017,3,W,833.3194213625093,1441.4346666666668,972.564431793444,184.41132369955866,2191.00643376
6236,2016-10-27,57,2017,3,W,825.858088029176,1475.7893333333334,971.8737651267774,165.09332369955865,2191.00643376
6237,2016-10-28,58,2017,3,W,812.2234213625094,1504.2386666666666,969.9470984601106,164.96132369955865,2191.00643376
6238,2016-10-29,59,2017,3,W,809.2287546958427,1504.2386666666666,969.9470984601106,164.96132369955865,2191.00643376
6239,2016-10-30,60,2017,3,W,808.7647546958426,1504.2386666666666,967.3817651267774,163.56532369955866,2191.00643376
6240,2016-10-31,61,2017,3,W,773.4354213625094,1536.4786666666666,796.3531787190093,148.414657032892,2191.00643376
6241,2016-11-01,62,2017,3,W,764.2794213625093,1553.336,795.4225120523427,114.12715269584119,2191.00643376
6242,2016-11-02,63,2017,3,W,668.6399939173533,1592.632,789.7211787190092,92.33745072250787,2191.00643376
6243,2016-11-03,64,2017,3,W,662.2133272506866,1656.0666666666666,772.8809736246786,90.97982731050786,2191.00643376
6244,2016-11-04,65,2017,3,W,651.4239939173533,1679.1986666666667,245.39991884846,82.61823381457293,2191.00643376
6245,2016-11-05,66,2017,3,W,648.4999939173533,1679.1986666666667,245.39991884846,82.61823381457293,2191.00643376
6246,2016-11-06,67,2017,3,W,647.5693272506867,1679.1986666666667,245.39991884846,81.1148507242292,2191.00643376
6247,2016-11-07,68,2017,3,W,629.0060226519654,1711.136,231.69058551512666,65.6268507242292,2191.00643376
6248,2016-11-08,69,2017,3,W,608.7151649622947,1714.704,223.92925218179332,65.6268507242292,2191.00643376
6249,2016-11-09,70,2017,3,W,592.5978316289613,1732.0426666666667,219.12391884846,42.360184057562535,2191.00643376
6250,2016-11-10,71,2017,3,W,652.3502583053934,1748.9786666666666,208.788,42.360184057562535,2191.00643376
6251,2016-11-11,72,2017,3,W,546.9089249720599,1810.7853333333333,193.496,42.1628507242292,2191.00643376
6252,2016-11-12,73,2017,3,W,545.31692497206,1810.7853333333333,193.496,42.1628507242292,2191.00643376
6253,2016-11-13,74,2017,3,W,539.4555916387267,1810.7853333333333,191.36533333333333,42.1628507242292,2191.00643376
6254,2016-11-14,75,2017,3,W,529.6462583053933,1852.0373333333334,185.86933333333334,23.2348507242292,2191.00643376
6255,2016-11-15,76,2017,3,W,444.1278865808346,1879.0826666666667,176.64533333333333,23.2348507242292,2191.00643376
6256,2016-11-16,77,2017,3,W,435.90521991416796,1896.5106666666666,163.16666666666666,23.2348507242292,2191.00643376
6257,2016-11-17,78,2017,3,W,424.2100061249387,1930.7306666666666,154.27866666666668,20.129333333333335,2191.00643376
6258,2016-11-18,79,2017,3,W,401.8806727916054,1953.5653333333332,138.10666666666665,20.129333333333335,2191.00643376
6259,2016-11-19,80,2017,3,W,401.68333945827203,1953.5653333333332,138.10666666666665,20.129333333333335,2191.00643376
6260,2016-11-20,81,2017,3,W,401.68333945827203,1956.3573333333334,137.868,20.129333333333335,2191.00643376
6261,2016-11-21,82,2017,3,W,307.8326727916054,1999.0573333333334,128.58266666666665,11.288,2191.00643376
6262,2016-11-22,83,2017,3,W,260.5084371381773,2006.7573333333332,157.07447564366265,11.288,2191.00643376
6263,2016-11-23,84,2017,3,W,242.603103804844,2042.4613333333334,152.747808976996,11.288,2191.00643376
6264,2016-11-24,85,2017,3,W,211.119103804844,2071.041333333333,134.843808976996,11.288,2191.00643376
6265,2016-11-25,86,2017,3,W,202.019103804844,2072.144,127.97980897699574,11.288,2191.00643376
6266,2016-11-26,87,2017,3,W,201.887103804844,2081.674666666667,127.51447564366241,11.288,2191.00643376
6267,2016-11-27,88,2017,3,W,201.42177047151068,2081.674666666667,127.44914231032907,11.288,2191.00643376
6268,2016-11-28,89,2017,3,W,141.03333333333333,2134.8213333333333,96.87314231032907,11.884,2191.00643376
6269,2016-11-29,90,2017,3,W,77.16,2163.848,35.169333333333334,15.94,2191.00643376
6271,2016-12-01,1,2017,4,C,876.9274827824719,0.0,23944.484142828802,471.6481873793107,79019.0917832992
6272,2016-12-02,2,2017,4,C,876.9274827824719,0.0,24234.0740100164,474.2771468113107,79019.0917832992
6273,2016-12-03,3,2017,4,C,876.9274827824719,0.0,24234.0740100164,474.2771468113107,79019.0917832992
6274,2016-12-04,4,2017,4,C,876.9274827824719,0.0,24234.0740100164,474.2771468113107,79019.0917832992
6275,2016-12-05,5,2017,4,C,876.9274827824719,5.456,24347.407343349736,264.2771468113107,79019.0917832992
6276,2016-12-06,6,2017,4,C,876.9274827824719,52.38897711965627,24229.24467668307,514.2771468113107,79019.0917832992
6277,2016-12-07,7,2017,4,C,1020.898522209556,217.17049394699467,24359.952006983865,514.2771468113107,79019.0917832992
6278,2016-12-08,8,2017,4,C,1520.8985222095598,217.17049394699467,23871.3959978764,514.2771468113107,79019.0917832992
6279,2016-12-09,9,2017,4,C,1520.8985222095598,480.00964762883865,23885.433758293068,514.2771468113107,79019.0917832992
6280,2016-12-10,10,2017,4,C,1520.8985222095598,480.00964762883865,23885.433758293068,514.2771468113107,79019.0917832992
6281,2016-12-11,11,2017,4,C,1520.8985222095598,629.0382348684213,23885.433758293068,514.2771468113107,79019.0917832992
6282,2016-12-12,12,2017,4,C,1520.8985222095598,629.0382348684213,23874.602864601733,514.2771468113107,79019.0917832992
6283,2016-12-13,13,2017,4,C,1720.4362999873333,704.4458088617547,39019.34676006773,778.342167644644,79019.0917832992
6284,2016-12-14,14,2017,4,C,1720.4362999873333,1340.97483846088,38847.87995674373,778.342167644644,79019.0917832992
6285,2016-12-15,15,2017,4,C,1799.3708208206665,5473.836143517267,37130.38238946346,573.9577903766441,79019.0917832992
6286,2016-12-16,16,2017,4,C,1660.625435404,7345.433553712054,35529.858389463465,565.8859238401853,79019.0917832992
6287,2016-12-17,17,2017,4,C,1660.625435404,7345.433553712054,35529.858389463465,565.8859238401853,79019.0917832992
6288,2016-12-18,18,2017,4,C,1660.625435404,7351.98266219536,35529.858389463465,565.8859238401853,79019.0917832992
6289,2016-12-19,19,2017,4,C,1660.625435404,8932.961617468012,35413.21063946346,573.9157127281853,79019.0917832992
6290,2016-12-20,20,2017,4,C,1460.625435404,9001.25083314756,35629.8773165468,573.9157127281853,79019.0917832992
6291,2016-12-21,21,2017,4,C,1460.625435404,9606.401526717545,35555.53146238013,573.9157127281853,79019.0917832992
6292,2016-12-22,22,2017,4,C,1468.8107687373333,10132.838414339187,35640.9381290468,565.730379394852,79019.0917832992
6293,2016-12-23,23,2017,4,C,1468.8107687373333,10214.201651859066,35675.61183628147,568.359338826852,79019.0917832992
6294,2016-12-24,24,2017,4,C,1468.8107687373333,10214.201651859066,35675.61183628147,568.359338826852,79019.0917832992
6295,2016-12-25,25,2017,4,C,1388.8107687373333,10214.201651859066,35675.61183628147,568.359338826852,79019.0917832992
6296,2016-12-26,26,2017,4,C,1388.8107687373333,10272.355972482159,35590.27850294814,568.359338826852,79019.0917832992
6297,2016-12-27,27,2017,4,C,1388.8107687373333,10348.439505094466,35450.3731696148,568.359338826852,79019.0917832992
6298,2016-12-28,28,2017,4,C,1388.8107687373333,10631.953546088333,35437.34389375347,318.359338826852,79019.0917832992
6299,2016-12-29,29,2017,4,C,1388.8107687373333,10724.089662407387,35437.34389375347,318.359338826852,79019.0917832992
6300,2016-12-30,30,2017,4,C,1388.8107687373333,10724.788037845266,35437.34389375347,318.359338826852,79019.0917832992
6301,2016-12-31,31,2017,4,C,1388.8107687373333,10724.788037845266,35437.34389375347,318.359338826852,79019.0917832992
6302,2017-01-01,32,2017,4,C,1388.8107687373333,10724.788037845266,35437.34389375347,318.359338826852,79019.0917832992
6303,2017-01-02,33,2017,4,C,1388.8107687373333,10724.788037845266,35437.34389375347,318.359338826852,79019.0917832992
6304,2017-01-03,34,2017,4,C,1395.22615545608,10925.002274317387,35319.220371618,411.69267216018534,79019.0917832992
6305,2017-01-04,35,2017,4,C,1425.602345693,11563.564668848641,35019.52934427427,386.47680086701865,79019.0917832992
6306,2017-01-05,36,2017,4,C,1341.3344915263333,11938.75220753136,35083.1082252496,386.47680086701865,79019.0917832992
6307,2017-01-06,37,2017,4,C,1101.3344915263333,12049.807872561281,35323.00155858293,386.47680086701865,79019.0917832992
6308,2017-01-07,38,2017,4,C,1101.3344915263333,12049.807872561281,35323.00155858293,386.47680086701865,79019.0917832992
6309,2017-01-08,39,2017,4,C,1101.3344915263333,12049.807872561281,35316.33489191627,386.47680086701865,79019.0917832992
6310,2017-01-09,40,2017,4,C,1101.3344915263333,11982.753252256254,35324.36468080427,378.44701197901867,79019.0917832992
6311,2017-01-10,41,2017,4,C,1106.6579110783334,12105.033116839588,35115.166178354266,422.4618826510187,79019.0917832992
6312,2017-01-11,42,2017,4,C,1105.078577745,12541.68354301352,35020.51017835427,333.1427626510187,79019.0917832992
6313,2017-01-12,43,2017,4,C,1105.078577745,12930.764873883134,35018.65684502094,333.1427626510187,79019.0917832992
6314,2017-01-13,44,2017,4,C,1105.078577745,14607.263380181867,33307.6355116876,333.1427626510187,79019.0917832992
6315,2017-01-14,45,2017,4,C,1136.8752444116667,14607.263380181867,33307.6355116876,301.346095984352,79019.0917832992
6316,2017-01-15,46,2017,4,C,1136.8752444116667,14686.3437180312,33307.6355116876,301.346095984352,79019.0917832992
6317,2017-01-16,47,2017,4,C,1138.2192444116668,14906.443662239866,33267.6355116876,301.346095984352,79019.0917832992
6318,2017-01-17,48,2017,4,C,1406.2645725366665,15385.834936473866,32649.83018356253,290.283963171852,79019.0917832992
6319,2017-01-18,49,2017,4,C,1374.46790587,16237.554096367201,32911.80725797854,290.283963171852,79019.0917832992
6320,2017-01-19,50,2017,4,C,1241.1345725366666,16516.762282385866,32687.9215709012,290.283963171852,79019.0917832992
6321,2017-01-20,51,2017,4,C,1241.1345725366666,16528.665543777865,32726.30614284253,317.18815067185204,79019.0917832992
6322,2017-01-21,52,2017,4,C,1241.1345725366666,16528.665543777865,32726.30614284253,317.18815067185204,79019.0917832992
6323,2017-01-22,53,2017,4,C,1246.73190587,16712.409835444534,32726.30614284253,317.18815067185204,79019.0917832992
6324,2017-01-23,54,2017,4,C,1278.5285725366666,16894.8424944484,32643.4329325372,317.18815067185204,79019.0917832992
6325,2017-01-24,55,2017,4,C,1269.0378471356667,19593.508257219735,30213.240489447067,317.18815067185204,79019.0917832992
6326,2017-01-25,56,2017,4,C,1246.3535944564826,20994.782221335732,30361.103033022264,579.7699562505186,79019.0917832992
6327,2017-01-26,57,2017,4,C,1246.3535944564826,20994.782221335732,30329.135964443598,612.838489583852,79019.0917832992
6328,2017-01-27,58,2017,4,C,1246.3535944564826,21107.363892719066,30718.533297776932,606.5053828130186,79019.0917832992
6329,2017-01-28,59,2017,4,C,1246.3535944564826,21107.363892719066,30718.533297776932,606.5053828130186,79019.0917832992
6330,2017-01-29,60,2017,4,C,1246.3535944564826,21153.228756173732,30718.533297776932,593.1720494796854,79019.0917832992
6331,2017-01-30,61,2017,4,C,1219.686927789816,21736.4565848304,30638.533297776932,593.1720494796854,79019.0917832992
6332,2017-01-31,62,2017,4,C,1219.686927789816,22131.961307510133,30250.285297776933,593.1720494796854,79019.0917832992
6333,2017-02-01,63,2017,4,C,1159.711974900928,22191.387050678135,30398.8819644436,553.4095703130187,79019.0917832992
6334,2017-02-02,64,2017,4,C,1119.729974900928,22555.361327497736,30270.423846711063,552.9923458333334,79019.0917832992
6335,2017-02-03,65,2017,4,C,1119.729974900928,23198.843044378667,30193.621180044396,552.9923458333334,79019.0917832992
6336,2017-02-04,66,2017,4,C,1119.7299749009267,23198.843044378667,30193.621180044396,552.9923458333334,79019.0917832992
6337,2017-02-05,67,2017,4,C,1119.729974900928,23249.77913984,30188.141249834134,552.9923458333334,79019.0917832992
6338,2017-02-06,68,2017,4,C,1119.729974900928,23387.044034009734,30043.5674440444,552.9923458333334,79019.0917832992
6339,2017-02-07,69,2017,4,C,1119.729974900928,23390.964034009736,30624.69634537773,300.9199988230906,79019.0917832992
6340,2017-02-08,70,2017,4,C,1117.0682651249267,23633.783080857735,30601.651388487066,300.9199988230906,79019.0917832992
6341,2017-02-09,71,2017,4,C,1124.984838692636,24202.319814744398,30624.072789600934,300.9199988230906,79019.0917832992
6342,2017-02-10,72,2017,4,C,1124.984838692636,27180.2918038024,28540.863913158268,300.9199988230906,79019.0917832992
6343,2017-02-11,73,2017,4,C,1124.984838692636,27180.2918038024,28540.863913158268,300.9199988230906,79019.0917832992
6344,2017-02-12,74,2017,4,C,1044.984838692636,27180.2918038024,28634.1972464916,818.1538388230906,79019.0917832992
6345,2017-02-13,75,2017,4,C,1044.984838692636,27187.99969538893,28549.828232592266,818.1538388230906,79019.0917832992
6346,2017-02-14,76,2017,4,C,1053.8673452030519,27193.191695388934,28453.07053966147,818.1538388230906,79019.0917832992
6347,2017-02-15,77,2017,4,C,1045.8673452030519,27670.281009836268,28333.938804063466,818.1538388230906,79019.0917832992
6348,2017-02-16,78,2017,4,C,845.620385203052,27823.634940561333,28616.46144757813,818.1538388230906,79019.0917832992
6349,2017-02-17,79,2017,4,C,1345.8074572030534,28614.707090538664,28183.737249661466,192.91999882309065,79019.0917832992
6350,2017-02-18,80,2017,4,C,1345.8074572030534,28614.707090538664,28183.737249661466,192.91999882309065,79019.0917832992
6351,2017-02-19,81,2017,4,C,1345.8074572030534,28614.707090538664,28181.73197380013,192.91999882309065,79019.0917832992
6352,2017-02-20,82,2017,4,C,1964.2407905363866,29851.043365139598,27680.133680466803,178.32567916666665,79019.0917832992
6353,2017-02-21,83,2017,4,C,1964.2407905363866,30169.25589900307,27360.7012373828,145.25714583333334,79019.0917832992
6354,2017-02-22,84,2017,4,C,17850.2815026324,32330.304942544535,26679.474944049467,145.25714583333334,79019.0917832992
6355,2017-02-23,85,2017,4,C,17427.388188905334,41628.70958857973,23187.783983505735,145.25714583333334,79019.0917832992
6356,2017-02-24,86,2017,4,C,891.535823285528,70090.24740080987,5423.817374456226,91.9238125,79019.0917832992
6357,2017-02-25,87,2017,4,C,644.3341095077507,70106.42010751666,5367.164041122894,91.9238125,79019.0917832992
6358,2017-02-26,88,2017,4,C,635.4516029973333,70336.03877418334,5418.7889144562405,91.9238125,79019.0917832992
6359,2017-02-27,89,2017,4,C,618.4333333333333,73095.82246071666,3643.1417914521467,92.57881938,79019.0917832992
6360,2017-02-28,90,2017,4,C,0.0,77350.71153925026,32.78,0.0,79019.0917832992
6361,2016-12-01,1,2017,4,O,13533.215884994,61.88476125379227,63326.84217851334,32673.78385176467,110287.92240892026
6362,2016-12-02,2,2017,4,O,13171.894995429813,104.0639444470828,63354.21007496694,32121.883385281468,110287.92240892026
6363,2016-12-03,3,2017,4,O,14004.641837435202,104.0639444470828,63293.93247600866,31286.67064988427,110287.92240892026
6364,2016-12-04,4,2017,4,O,14144.005826447199,226.216714975724,63144.7648972212,30681.161398982797,110287.92240892026
6365,2016-12-05,5,2017,4,O,13666.936285310267,232.7302453660307,63850.102040701866,29933.136523343335,110287.92240892026
6366,2016-12-06,6,2017,4,O,13781.558061036667,402.25563298023195,65394.9564307372,29280.586156332934,110287.92240892026
6367,2016-12-07,7,2017,4,O,15336.899988492134,421.14163093452,65547.15502117747,29243.183676977867,110287.92240892026
6368,2016-12-08,8,2017,4,O,15318.517164477733,532.9191925369746,65762.12801255388,30780.6522658556,110287.92240892026
6369,2016-12-09,9,2017,4,O,17269.8137546312,545.1312325760374,65578.0757850072,29810.979750614264,110287.92240892026
6370,2016-12-10,10,2017,4,O,17269.8137546312,545.1312325760374,65578.0757850072,29770.175099791602,110287.92240892026
6371,2016-12-11,11,2017,4,O,17238.3972575,580.8039500809854,65462.3858370664,29737.159184400003,110287.92240892026
6372,2016-12-12,12,2017,4,O,14884.719462562265,758.4781666149335,66592.78268064627,29202.022371289466,110287.92240892026
6373,2016-12-13,13,2017,4,O,14909.636086009334,664.4245921025894,66949.3062185704,28508.288009468266,110287.92240892026
6374,2016-12-14,14,2017,4,O,16298.797865223733,1037.4714078136708,67700.33964052572,26365.115243166532,110287.92240892026
6375,2016-12-15,15,2017,4,O,16766.464164791334,1317.1390956333453,67623.01827158574,26025.986845019732,110287.92240892026
6376,2016-12-16,16,2017,4,O,16937.653775878,1513.0966690893201,67742.1091331096,26949.991811331067,110287.92240892026
6377,2016-12-17,17,2017,4,O,18478.750795178403,1513.0966690893201,67956.79367902667,25194.2102461136,110287.92240892026
6378,2016-12-18,18,2017,4,O,18493.4331046952,1528.0787564051732,67954.64625837746,25137.7294360984,110287.92240892026
6379,2016-12-19,19,2017,4,O,18063.6261923112,1970.73259195592,67622.87499223974,25424.503280186003,110287.92240892026
6380,2016-12-20,20,2017,4,O,18397.344620800133,2122.038970745973,69395.6989942248,24262.418206656934,110287.92240892026
6381,2016-12-21,21,2017,4,O,17874.732849260665,5428.39825083512,67439.4932638396,24112.890323681066,110287.92240892026
6382,2016-12-22,22,2017,4,O,16868.699165494934,5966.965268898027,67637.60714832546,23817.525527707865,110287.92240892026
6383,2016-12-23,23,2017,4,O,16353.858309336667,7209.4550593418135,67007.20677587586,23500.995423847737,110287.92240892026
6384,2016-12-24,24,2017,4,O,16353.858309336667,7214.51177227248,66836.5401092092,23500.995423847737,110287.92240892026
6385,2016-12-25,25,2017,4,O,16353.858309336667,7214.51177227248,66861.97744254253,23660.982724377067,110287.92240892026
6386,2016-12-26,26,2017,4,O,16330.7613819788,7400.751477025039,66857.31840294773,23453.226335182666,110287.92240892026
6387,2016-12-27,27,2017,4,O,16343.4960455476,8561.592152423373,66321.98924522573,23306.88997774787,110287.92240892026
6388,2016-12-28,28,2017,4,O,16637.65856468493,8562.636215676626,66054.76404728813,23103.950526764136,110287.92240892026
6389,2016-12-29,29,2017,4,O,16656.110966625733,8734.024139813733,66045.21249872947,22944.9170149104,110287.92240892026
6390,2016-12-30,30,2017,4,O,16111.990902370666,10434.400686779787,64640.52885897041,22936.956542462936,110287.92240892026
6391,2016-12-31,31,2017,4,O,15959.061585940666,10644.674028873054,64626.05872615786,22919.12051361187,110287.92240892026
6392,2017-01-01,32,2017,4,O,15959.061585940666,10644.674028873054,64626.05872615786,22919.749082463066,110287.92240892026
6393,2017-01-02,33,2017,4,O,15910.401625940665,10763.711593044227,64993.71314766373,22893.910206251603,110287.92240892026
6394,2017-01-03,34,2017,4,O,16275.338833752667,10934.096405552293,64486.99909398454,23012.125550054,110287.92240892026
6395,2017-01-04,35,2017,4,O,16127.028524595866,11134.403718541493,64676.390410400934,24011.6763188492,110287.92240892026
6396,2017-01-05,36,2017,4,O,15941.021717860267,11500.984502473293,63955.62241844414,28965.378489869734,110287.92240892026
6397,2017-01-06,37,2017,4,O,15968.816269920268,11565.028679476947,64007.3021762064,35652.0353484668,110287.92240892026
6398,2017-01-07,38,2017,4,O,15968.816269920268,11565.028679476958,64007.3021762064,35653.90201513346,110287.92240892026
6399,2017-01-08,39,2017,4,O,15994.901625403201,11603.60941605712,64007.3021762064,35609.89291406013,110287.92240892026
6400,2017-01-09,40,2017,4,O,18510.884196874533,13497.060099186667,65706.53921303974,29511.007199571202,110287.92240892026
6401,2017-01-10,41,2017,4,O,18343.653349233067,13690.329342969068,66030.77167636147,28859.963515593732,110287.92240892026
6402,2017-01-11,42,2017,4,O,18599.0627926036,14722.218658745067,64295.06006043533,28534.801114468668,110287.92240892026
6403,2017-01-12,43,2017,4,O,18472.9653864,15203.9060584856,62602.53398390613,27854.801787244265,110287.92240892026
6404,2017-01-13,44,2017,4,O,33564.269134644666,15293.912863055868,60111.0401448148,20880.146238478133,110287.92240892026
6405,2017-01-14,45,2017,4,O,33564.269134644666,15293.912863055868,60111.0401448148,20877.05665285373,110287.92240892026
6406,2017-01-15,46,2017,4,O,33566.28129707533,15433.869635001334,59995.81009759613,20954.193034218668,110287.92240892026
6407,2017-01-16,47,2017,4,O,33431.289573434,15755.701603990932,59862.77554215013,20148.729557577335,110287.92240892026
6408,2017-01-17,48,2017,4,O,33122.00131109973,16545.775001991467,59344.48847078013,19463.167036640665,110287.92240892026
6409,2017-01-18,49,2017,4,O,32701.394715370934,17000.7650206916,59357.655041620266,19170.9644049716,110287.92240892026
6410,2017-01-19,50,2017,4,O,31573.26665628187,17504.4286647008,59646.247597593596,18839.079008200668,110287.92240892026
6411,2017-01-20,51,2017,4,O,31573.47679750253,18199.190130237734,58957.715841501864,18306.993468209734,110287.92240892026
6412,2017-01-21,52,2017,4,O,31553.469314622533,18199.190130237734,58957.715841501864,18422.390951089732,110287.92240892026
6413,2017-01-22,53,2017,4,O,31910.162373508265,18202.461246961066,58966.5024445592,18331.478117687067,110287.92240892026
6414,2017-01-23,54,2017,4,O,30833.525290125464,18538.449397233067,55358.5419826088,17049.148060834534,110287.92240892026
6415,2017-01-24,55,2017,4,O,30669.3510381444,18660.5888169992,55474.986856000265,16669.3899231268,110287.92240892026
6416,2017-01-25,56,2017,4,O,25912.059829594,18980.732580663866,55300.92771145533,15192.8344470712,110287.92240892026
6417,2017-01-26,57,2017,4,O,29102.2151861288,19069.5079214244,56518.907650822264,14565.522440086268,110287.92240892026
6418,2017-01-27,58,2017,4,O,29305.7481807144,19298.458153935466,56403.24798692587,13971.464075268934,110287.92240892026
6419,2017-01-28,59,2017,4,O,29288.986837779863,19298.458153935466,56388.01720352587,13972.474877228668,110287.92240892026
6420,2017-01-29,60,2017,4,O,29312.3909200884,19490.099034893334,56306.042842970135,13685.433076113999,110287.92240892026
6421,2017-01-30,61,2017,4,O,28413.988957231333,22297.750555234135,54386.82030287867,12525.036588026478,110287.92240892026
6422,2017-01-31,62,2017,4,O,28401.767601838535,23821.49123213947,54210.6349205704,10576.285755475974,110287.92240892026
6423,2017-02-01,63,2017,4,O,28596.950173193465,27932.79725810933,51932.35914871586,7661.97115527004,110287.92240892026
6424,2017-02-02,64,2017,4,O,26387.5533409044,28952.123772583735,52581.7277375956,6528.8246480583875,110287.92240892026
6425,2017-02-03,65,2017,4,O,26452.917048074534,29870.726990694802,47939.56882353307,6639.17573480784,110287.92240892026
6426,2017-02-04,66,2017,4,O,26452.917048074534,29870.726990694802,47939.56882353307,6639.175734807854,110287.92240892026
6427,2017-02-05,67,2017,4,O,26412.8711777208,29871.5029906948,47842.553373639195,6537.962586581626,110287.92240892026
6428,2017-02-06,68,2017,4,O,25339.567808035867,30722.191206865464,48184.00785739786,5831.044883705254,110287.92240892026
6429,2017-02-07,69,2017,4,O,25190.617973221735,30868.92620709653,48448.179057269335,5158.424548581267,110287.92240892026
6430,2017-02-08,70,2017,4,O,24681.632845419197,32027.026624083464,46859.510035334395,4656.53112888072,110287.92240892026
6431,2017-02-09,71,2017,4,O,24559.234968402932,32223.020839020133,46058.10519636866,23699.84485587013,110287.92240892026
6432,2017-02-10,72,2017,4,O,23852.695648132,32467.867846136534,46110.50435039294,4192.13786619464,110287.92240892026
6433,2017-02-11,73,2017,4,O,23852.695648132,32467.867846136534,46110.50435039294,4192.13786619464,110287.92240892026
6434,2017-02-12,74,2017,4,O,23855.913129793465,32536.249044903198,45840.700953387466,3775.09792411464,110287.92240892026
6435,2017-02-13,75,2017,4,O,23771.3786983964,32904.4480546928,45621.19645279214,2826.94022815836,110287.92240892026
6436,2017-02-14,76,2017,4,O,23594.667048116535,32723.1255514864,45496.370719024795,2530.049909901307,110287.92240892026
6437,2017-02-15,77,2017,4,O,22161.307774957866,34767.78883888626,46388.04454134373,10413.553461655973,110287.92240892026
6438,2017-02-16,78,2017,4,O,22060.858066967867,34925.704919231204,46407.93969576839,10192.014417658707,110287.92240892026
6439,2017-02-17,79,2017,4,O,9481.087559802374,36555.23729683494,46526.605599597606,10091.949693906334,110287.92240892026
6440,2017-02-18,80,2017,4,O,9481.087559802374,36555.23729683494,46526.605599597606,10091.949693906347,110287.92240892026
6441,2017-02-19,81,2017,4,O,9458.11853912936,36586.1775645256,46567.24158438254,10087.862679897786,110287.92240892026
6442,2017-02-20,82,2017,4,O,10708.659647847466,37204.8508242896,61309.303834748935,9774.597136289707,110287.92240892026
6443,2017-02-21,83,2017,4,O,9173.659012901853,38467.0828933296,63700.37810775627,9381.175421171667,110287.92240892026
6444,2017-02-22,84,2017,4,O,8568.520731664747,41488.354954377064,60507.85518951907,9179.611072502947,110287.92240892026
6445,2017-02-23,85,2017,4,O,8061.384752477414,44313.765709176405,60046.96207700667,8766.4275069492,110287.92240892026
6446,2017-02-24,86,2017,4,O,7866.87652227944,42818.847720162,58174.97192531693,8640.883928176334,110287.92240892026
6447,2017-02-25,87,2017,4,O,7480.009677958747,87680.88212069293,15067.329423721068,8640.883928176334,110287.92240892026
6448,2017-02-26,88,2017,4,O,3027.61714876256,87705.97159807119,19485.540127593467,8487.550594843,110287.92240892026
6449,2017-02-27,89,2017,4,O,1858.7710487701734,96407.3662569836,16073.3141567572,8536.698308547053,110287.92240892026
6450,2017-02-28,90,2017,4,O,0.0,114872.53930674508,1366.13557023832,0.0,110287.92240892026
6451,2016-12-01,1,2017,4,W,1253.35298405084,1.5306666666666666,645.8309254333853,905.5007839940894,1885.3927337686669
6452,2016-12-02,2,2017,4,W,1237.0423173841734,26.949333333333332,637.645592100052,905.8341173274226,1885.3927337686669
6453,2016-12-03,3,2017,4,W,1236.1116507175066,26.949333333333332,636.7149254333854,905.8341173274226,1885.3927337686669
6454,2016-12-04,4,2017,4,W,1235.6463173841732,26.949333333333332,636.249592100052,905.8341173274226,1885.3927337686669
6455,2016-12-05,5,2017,4,W,1147.3198923171733,56.336,1000.2433331888227,864.8367839940894,1885.3927337686669
6456,2016-12-06,6,2017,4,W,1149.733842196216,85.20133333333334,991.3017597838748,841.8016129903721,1885.3927337686669
6457,2016-12-07,7,2017,4,W,1143.2445088628826,134.84133333333332,959.1508986538053,804.8776129903721,1885.3927337686669
6458,2016-12-08,8,2017,4,W,1138.453842196216,165.272,956.826898653804,800.484013055476,1885.3927337686669
6459,2016-12-09,9,2017,4,W,1132.6831755295493,185.84666666666666,889.3082319871386,796.8920130554773,1885.3927337686669
6460,2016-12-10,10,2017,4,W,1131.6485088628826,185.84666666666666,889.3082319871386,794.5653463888107,1885.3927337686669
6461,2016-12-11,11,2017,4,W,1131.6485088628826,185.84666666666666,887.8442319871386,792.7680130554772,1885.3927337686669
6462,2016-12-12,12,2017,4,W,1125.4271755295495,357.4166354166667,887.3910843210999,789.9706797221439,1885.3927337686669
6463,2016-12-13,13,2017,4,W,1124.3954617999948,390.90330208333336,307.955260183972,749.978679722144,1885.3927337686669
6464,2016-12-14,14,2017,4,W,1105.3335282062453,425.68596875,297.279260183972,621.0205462586014,1885.3927337686669
6465,2016-12-15,15,2017,4,W,1075.508194872912,444.6193020833333,298.1873669548053,620.0898795919347,1885.3927337686669
